Pollutant,Measure,Measure Info,Location,Period,Start_Date,Value
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",East New York,2005-2007,2005-01-01,100.1
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Washington Heights,2017-2019,2017-01-01,20.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Long Island City - Astoria,2009-2011,2009-01-01,79.4
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Greenpoint,2009-2011,2009-01-01,10.3
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2020,2020-06-01,7.08
Fine particles (PM 2.5),Mean,mcg/m3,Williamsbridge and Baychester (CD12),Summer 2017,2017-06-01,9.2
Fine particles (PM 2.5),Mean,mcg/m3,Upper East Side (CD8),Summer 2020,2020-06-01,7.45
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem (CD10),Winter 2016-17,2016-12-01,8.24
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park (CD12),Winter 2021-22,2021-12-01,6.860236525
Fine particles (PM 2.5),Mean,mcg/m3,Bay Ridge and Dyker Heights (CD10),Annual Average 2018,2018-01-01,6.79
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2013,2013-06-01,10.25
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2012,2012-06-01,10.27
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2021,2021-06-01,8.412646886
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem (CD10),Summer 2012,2012-06-01,10.8
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem (CD10),Summer 2013,2013-06-01,10.71
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Annual Average 2014,2013-12-01,22.07
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Winter 2012-13,2012-12-01,26.98
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2013-14,2013-12-01,26.86
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Winter 2017-18,2017-12-01,21.31
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Winter 2017-18,2017-12-01,25.64
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Summer 2014,2014-06-01,17.09
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2014,2014-06-01,14.33
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Winter 2018-19,2018-12-01,18.66
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Annual Average 2020,2020-01-01,16.48
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Winter 2011-12,2011-12-01,21.43
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Winter 2009-10,2009-12-01,22.79
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem (CD10),Winter 2011-12,2011-12-01,28.16
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem (CD10),Winter 2009-10,2009-12-01,29.45
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights and Inwood (CD12),Summer 2018,2018-06-01,14.61
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Winter 2020-21,2020-12-01,6.684419275
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Summer 2014,2014-06-01,8.88
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park (CD12),Annual Average 2017,2017-01-01,7.29
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Annual Average 2015,2015-01-01,18.62
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Annual Average 2020,2020-01-01,14.81
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint and Williamsburg (CD1),Annual Average 2015,2015-01-01,21.66
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Summer 2017,2017-06-01,23.03
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Summer 2020,2020-06-01,16.72
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Annual Average 2014,2013-12-01,22.12
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Summer 2017,2017-06-01,15.72
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Winter 2016-17,2016-12-01,27.0
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2014,2014-06-01,8.6
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2020,2020-01-01,5.93
Fine particles (PM 2.5),Mean,mcg/m3,Manhattan,Annual Average 2020,2020-01-01,7.16
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Winter 2018-19,2018-12-01,6.85
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Summer 2023,2023-06-01,8.502404761
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Summer 2014,2014-06-01,9.27
Fine particles (PM 2.5),Mean,mcg/m3,Woodside and Sunnyside (CD2),Summer 2009,2009-06-01,12.12
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Summer 2017,2017-06-01,10.04
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint and Williamsburg (CD1),Annual Average 2014,2013-12-01,10.64
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Summer 2020,2020-06-01,7.48
Annual vehicle miles traveled (cars),Million miles,per square mile,Fort Greene and Brooklyn Heights (CD2),2005,2005-01-01,96.294146
Annual vehicle miles traveled (cars),Million miles,per square mile,South Beach and Willowbrook (CD2),2005,2005-01-01,24.232556
Annual vehicle miles traveled,Million miles,per square mile,Woodside and Sunnyside (CD2),2005,2005-01-01,78.116308
Annual vehicle miles traveled (trucks),Million miles,per square mile,Hunts Point and Longwood (CD2),2005,2005-01-01,2.680357
Annual vehicle miles traveled (trucks),Million miles,per square mile,Greenpoint and Williamsburg (CD1),2005,2005-01-01,3.581769
Annual vehicle miles traveled (trucks),Million miles,per square mile,Fort Greene and Brooklyn Heights (CD2),2005,2005-01-01,7.379392
Annual vehicle miles traveled (trucks),Million miles,per square mile,South Beach and Willowbrook (CD2),2005,2005-01-01,1.198005
Annual vehicle miles traveled,Million miles,per square mile,Fort Greene and Brooklyn Heights (CD2),2005,2005-01-01,104.128742
Annual vehicle miles traveled (trucks),Million miles,per square mile,Financial District (CD1),2010,2010-01-01,4.80067
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Winter 2009-10,2009-12-01,27.54
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Winter 2011-12,2011-12-01,26.34
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village and Soho (CD2),Annual Average 2016,2015-12-31,25.94
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2022,2022-01-01,20.45198364
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Winter 2013-14,2013-12-01,33.98
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Annual Average 2019,2019-01-01,26.22
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Winter 2013-14,2013-12-01,39.35
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Annual Average 2022,2022-01-01,22.93485765
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Winter 2013-14,2013-12-01,25.35
Nitrogen dioxide (NO2),Mean,ppb,Bronx,Annual Average 2009,2008-12-01,24.52
Nitrogen dioxide (NO2),Mean,ppb,Morrisania and Crotona (CD3),Winter 2009-10,2009-12-01,26.91
Nitrogen dioxide (NO2),Mean,ppb,Morrisania and Crotona (CD3),Winter 2011-12,2011-12-01,25.6
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem - Morningside Heights,Summer 2016,2016-06-01,8.67
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem - Morningside Heights,Winter 2020-21,2020-12-01,6.741874433
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Summer 2011,2011-06-01,11.75
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Summer 2010,2010-06-01,12.3
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem - Morningside Heights,Winter 2015-16,2015-12-01,8.42
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Annual Average 2011,2010-12-01,10.15
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Summer 2014,2014-06-01,8.24
Fine particles (PM 2.5),Mean,mcg/m3,Bronx,Annual Average 2009,2008-12-01,11.05
Fine particles (PM 2.5),Mean,mcg/m3,Gramercy Park - Murray Hill,Summer 2014,2014-06-01,12.38
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point - Mott Haven,Annual Average 2009,2008-12-01,11.45
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Winter 2010-11,2010-12-01,12.43
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Summer 2009,2009-06-01,10.37
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Annual Average 2017,2017-01-01,7.18
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Summer 2020,2020-06-01,7.33
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Summer 2018,2018-06-01,8.84
Annual vehicle miles traveled (cars),Million miles,per square mile,Morrisania and Crotona (CD3),2005,2005-01-01,32.669851
Annual vehicle miles traveled (cars),Million miles,per square mile,Tottenville and Great Kills (CD3),2005,2005-01-01,12.217585
Annual vehicle miles traveled (trucks),Million miles,per square mile,Elmhurst and Corona (CD4),2005,2005-01-01,4.671087
Annual vehicle miles traveled (trucks),Million miles,per square mile,Morrisania and Crotona (CD3),2005,2005-01-01,2.55739
Annual vehicle miles traveled (trucks),Million miles,per square mile,Tottenville and Great Kills (CD3),2005,2005-01-01,0.699172
Annual vehicle miles traveled (trucks),Million miles,per square mile,Tottenville and Great Kills (CD3),2010,2010-01-01,0.488023
Annual vehicle miles traveled (trucks),Million miles,per square mile,Tottenville and Great Kills (CD3),2019,2019-01-01,0.674898
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Fordham - Bronx Pk,2009-2011,2009-01-01,43.6
Fine particles (PM 2.5),Mean,mcg/m3,Stuyvesant Town and Turtle Bay (CD6),Summer 2020,2020-06-01,8.12
Fine particles (PM 2.5),Mean,mcg/m3,Riverdale and Fieldston (CD8),Winter 2021-22,2021-12-01,7.231778349
Fine particles (PM 2.5),Mean,mcg/m3,Belmont and East Tremont (CD6),Winter 2021-22,2021-12-01,7.475861252
Fine particles (PM 2.5),Mean,mcg/m3,Park Slope and Carroll Gardens (CD6),Annual Average 2016,2015-12-31,8.86
Fine particles (PM 2.5),Mean,mcg/m3,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2016,2015-12-31,10.21
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Winter 2014-15,2014-12-01,9.17
Nitrogen dioxide (NO2),Mean,ppb,East Harlem,Winter 2011-12,2011-12-01,27.76
Nitrogen dioxide (NO2),Mean,ppb,East Harlem,Winter 2009-10,2009-12-01,29.06
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Annual Average 2014,2013-12-01,19.46
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Summer 2020,2020-06-01,11.77
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Winter 2011-12,2011-12-01,24.12
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Winter 2009-10,2009-12-01,28.86
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Annual Average 2014,2013-12-01,21.87
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Winter 2019-20,2019-12-01,29.8
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Summer 2015,2015-06-01,14.46
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Winter 2012-13,2012-12-01,25.84
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Annual Average 2010,2009-12-01,23.77
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Summer 2019,2019-06-01,12.17
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Annual Average 2023,2023-01-01,15.00464812
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,16.24
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Annual Average 2022,2022-01-01,15.2081041
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Winter 2008-09,2008-12-01,29.88
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Annual Average 2019,2019-01-01,18.46
Nitrogen dioxide (NO2),Mean,ppb,East Harlem,Winter 2013-14,2013-12-01,30.2
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Annual Average 2009,2008-12-01,22.68
Nitrogen dioxide (NO2),Mean,ppb,Park Slope and Carroll Gardens (CD6),Annual Average 2015,2015-01-01,21.35
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Annual Average 2020,2020-01-01,17.34
Fine particles (PM 2.5),Mean,mcg/m3,East Harlem,Summer 2014,2014-06-01,8.88
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Summer 2023,2023-06-01,9.367923944
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Winter 2018-19,2018-12-01,7.2
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Annual Average 2020,2020-01-01,6.0
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Summer 2023,2023-06-01,9.228735232
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Winter 2020-21,2020-12-01,6.646496231
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2016,2016-06-01,18.13
Nitrogen dioxide (NO2),Mean,ppb,Fresh Meadows,Winter 2009-10,2009-12-01,25.28
Nitrogen dioxide (NO2),Mean,ppb,Fresh Meadows,Winter 2011-12,2011-12-01,23.12
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2018,2018-06-01,16.9
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Annual Average 2014,2013-12-01,20.47
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2008-09,2008-12-01,35.28
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01,24.69
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2023,2023-06-01,13.24169233
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood and Maspeth (CD5),Annual Average 2015,2015-01-01,19.37
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2015,2015-01-01,18.71
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Annual Average 2020,2020-01-01,26.27
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem - Morningside Heights,Summer 2023,2023-06-01,9.206518962
Fine particles (PM 2.5),Mean,mcg/m3,Chelsea - Clinton,Annual Average 2015,2015-01-01,11.39
Annual vehicle miles traveled (cars),Million miles,per square mile,Brownsville (CD16),2005,2005-01-01,83.330915
Annual vehicle miles traveled,Million miles,per square mile,Fordham and University Heights (CD5),2005,2005-01-01,105.527281
Annual vehicle miles traveled (trucks),Million miles,per square mile,Brownsville (CD16),2005,2005-01-01,3.756267
Annual vehicle miles traveled,Million miles,per square mile,Midtown (CD5),2005,2005-01-01,138.131564
Annual vehicle miles traveled (trucks),Million miles,per square mile,Midtown (CD5),2010,2010-01-01,7.299583
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Summer 2020,2020-06-01,10.19
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2014,2013-12-01,19.34
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Winter 2011-12,2011-12-01,23.78
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2021,2021-01-01,15.86336629
Fine particles (PM 2.5),Mean,mcg/m3,East New York and Starrett City (CD5),Summer 2020,2020-06-01,6.85
Fine particles (PM 2.5),Mean,mcg/m3,East New York and Starrett City (CD5),Annual Average 2014,2013-12-01,8.99
Fine particles (PM 2.5),Mean,mcg/m3,East New York and Starrett City (CD5),Winter 2011-12,2011-12-01,8.99
Fine particles (PM 2.5),Mean,mcg/m3,Fordham and University Heights (CD5),Summer 2018,2018-06-01,9.04
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Northeast Bronx,2015-2017,2015-01-01,143.0
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Chelsea - Clinton,2012-2014,2012-01-02,13.3
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Downtown - Heights - Slope,2017-2019,2017-01-01,6.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",East New York,2009-2011,2009-01-01,85.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Pelham - Throgs Neck,2012-2014,2012-01-02,58.77821891
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Upper West Side,2015-2017,2015-01-01,23.2
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Bayside - Little Neck,2009-2011,2009-01-01,6.7
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2018,2018-06-01,8.0
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2020,2020-06-01,6.73
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Summer 2022,2022-06-01,6.69691987
Nitrogen dioxide (NO2),Mean,ppb,Bayside - Little Neck,Summer 2011,2011-06-01,15.36
Nitrogen dioxide (NO2),Mean,ppb,Bayside - Little Neck,Summer 2010,2010-06-01,16.02
Nitrogen dioxide (NO2),Mean,ppb,Bayside - Little Neck,Winter 2017-18,2017-12-01,21.85
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Winter 2013-14,2013-12-01,30.99
Nitrogen dioxide (NO2),Mean,ppb,Staten Island,Annual Average 2022,2022-01-01,11.24307983
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Winter 2015-16,2015-12-01,8.52
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Summer 2016,2016-06-01,8.28
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Annual Average 2021,2021-01-01,6.997014388
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Winter 2014-15,2014-12-01,8.68
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Summer 2022,2022-06-01,7.160723146
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Summer 2022,2022-06-01,6.695717506
Nitrogen dioxide (NO2),Mean,ppb,Flatbush and Midwood (CD14),Summer 2014,2014-06-01,14.6
Nitrogen dioxide (NO2),Mean,ppb,Flatbush and Midwood (CD14),Winter 2018-19,2018-12-01,21.07
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Annual Average 2015,2015-01-01,19.36
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Summer 2023,2023-06-01,15.61856373
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Annual Average 2012,2011-12-01,8.92
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Winter 2021-22,2021-12-01,7.258967888
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Summer 2021,2021-06-01,8.297361286
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Summer 2012,2012-06-01,10.22
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Summer 2013,2013-06-01,10.09
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side (CD7),Annual Average 2018,2018-01-01,8.16
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side (CD7),Summer 2016,2016-06-01,9.12
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Winter 2015-16,2015-12-01,9.47
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Winter 2020-21,2020-12-01,7.28062028
Fine particles (PM 2.5),Mean,mcg/m3,Flatbush and Midwood (CD14),Winter 2020-21,2020-12-01,6.654108086
Ozone (O3),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2012,2012-06-01,37.08
Ozone (O3),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01,31.97905088
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst (CD11),Winter 2021-22,2021-12-01,20.15487486
Nitrogen dioxide (NO2),Mean,ppb,Parkchester and Soundview (CD9),Annual Average 2018,2018-01-01,17.94
Nitrogen dioxide (NO2),Mean,ppb,East Harlem (CD11),Annual Average 2016,2015-12-31,22.09
Nitrogen dioxide (NO2),Mean,ppb,South Crown Heights and Lefferts Gardens (CD9),Summer 2023,2023-06-01,11.38800028
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst (CD11),Annual Average 2015,2015-01-01,19.1
Nitrogen dioxide (NO2),Mean,ppb,South Crown Heights and Lefferts Gardens (CD9),Summer 2015,2015-06-01,15.88
Ozone (O3),Mean,ppb,South Crown Heights and Lefferts Gardens (CD9),Summer 2011,2011-06-01,31.36
